,CID X LOC_NUM X VENDOR,target
3475,IG8CYKJ X 0 X 216,1
3475,IG8CYKJ X 0 X 154,1
3475,IG8CYKJ X 0 X 356,1
3475,IG8CYKJ X 0 X 841,1
3475,IG8CYKJ X 0 X 583,1
3476,IGIY6XK X 0 X 161,1
3476,IGIY6XK X 0 X 271,1
3476,IGIY6XK X 0 X 159,1
3476,IGIY6XK X 0 X 250,1
3476,IGIY6XK X 0 X 294,1
3476,IGIY6XK X 0 X 259,1
3476,IGIY6XK X 0 X 115,1
3476,IGIY6XK X 0 X 577,1
3476,IGIY6XK X 0 X 149,1
3476,IGIY6XK X 0 X 274,1
3476,IGIY6XK X 0 X 180,1
3476,IGIY6XK X 0 X 154,1
3476,IGIY6XK X 0 X 265,1
3476,IGIY6XK X 0 X 303,1
3476,IGIY6XK X 0 X 221,1
3476,IGIY6XK X 0 X 75,1
3476,IGIY6XK X 0 X 55,1
3476,IGIY6XK X 0 X 843,1
3476,IGIY6XK X 0 X 196,1
3476,IGIY6XK X 0 X 295,1
3477,IGKFW84 X 0 X 303,1
3477,IGKFW84 X 0 X 180,1
3477,IGKFW84 X 0 X 75,1
3477,IGKFW84 X 0 X 196,1
3477,IGKFW84 X 0 X 259,1
3477,IGKFW84 X 0 X 154,1
3477,IGKFW84 X 0 X 115,1
3477,IGKFW84 X 0 X 295,1
3477,IGKFW84 X 0 X 159,1
3477,IGKFW84 X 0 X 55,1
3477,IGKFW84 X 0 X 149,1
3477,IGKFW84 X 0 X 294,1
3477,IGKFW84 X 0 X 577,1
3477,IGKFW84 X 0 X 271,1
3477,IGKFW84 X 0 X 221,1
3477,IGKFW84 X 0 X 265,1
3477,IGKFW84 X 0 X 250,1
3477,IGKFW84 X 0 X 843,1
3477,IGKFW84 X 0 X 274,1
3477,IGKFW84 X 0 X 161,1
3478,IGV43NN X 0 X 310,1
3478,IGV43NN X 0 X 216,1
3478,IGV43NN X 0 X 75,1
3478,IGV43NN X 0 X 274,1
3478,IGV43NN X 0 X 159,1
3478,IGV43NN X 0 X 250,1
3478,IGV43NN X 0 X 86,1
3478,IGV43NN X 0 X 265,1
3478,IGV43NN X 0 X 298,1
3478,IGV43NN X 0 X 577,1
3478,IGV43NN X 0 X 841,1
3478,IGV43NN X 0 X 196,1
3478,IGV43NN X 0 X 294,1
3478,IGV43NN X 0 X 13,1
3478,IGV43NN X 0 X 303,1
3478,IGV43NN X 0 X 295,1
3478,IGV43NN X 0 X 115,1
3478,IGV43NN X 0 X 55,1
3478,IGV43NN X 0 X 271,1
3478,IGV43NN X 0 X 221,1
3479,IGWUS6W X 0 X 250,1
3479,IGWUS6W X 0 X 577,1
3479,IGWUS6W X 0 X 159,1
3479,IGWUS6W X 0 X 271,1
3479,IGWUS6W X 0 X 55,1
3479,IGWUS6W X 0 X 294,1
3479,IGWUS6W X 0 X 196,1
3479,IGWUS6W X 0 X 303,1
3479,IGWUS6W X 0 X 259,1
3479,IGWUS6W X 0 X 180,1
3479,IGWUS6W X 0 X 115,1
3479,IGWUS6W X 0 X 154,1
3479,IGWUS6W X 0 X 149,1
3479,IGWUS6W X 0 X 274,1
3479,IGWUS6W X 0 X 161,1
3479,IGWUS6W X 0 X 843,1
3479,IGWUS6W X 0 X 221,1
3479,IGWUS6W X 0 X 295,1
3479,IGWUS6W X 0 X 75,1
3479,IGWUS6W X 0 X 265,1
3480,IH5PGB4 X 0 X 154,1
3480,IH5PGB4 X 0 X 295,1
3480,IH5PGB4 X 0 X 55,1
3480,IH5PGB4 X 0 X 115,1
3480,IH5PGB4 X 0 X 303,1
3480,IH5PGB4 X 0 X 221,1
3480,IH5PGB4 X 0 X 161,1
3480,IH5PGB4 X 0 X 149,1
3480,IH5PGB4 X 0 X 250,1
3480,IH5PGB4 X 0 X 265,1
3480,IH5PGB4 X 0 X 180,1
3480,IH5PGB4 X 0 X 843,1
3480,IH5PGB4 X 0 X 159,1
3480,IH5PGB4 X 0 X 75,1
3480,IH5PGB4 X 0 X 577,1
3480,IH5PGB4 X 0 X 274,1
3480,IH5PGB4 X 0 X 196,1
3480,IH5PGB4 X 0 X 271,1
3480,IH5PGB4 X 0 X 259,1
3480,IH5PGB4 X 0 X 294,1
3481,IH8OSU8 X 0 X 265,1
3481,IH8OSU8 X 0 X 154,0
3481,IH8OSU8 X 0 X 180,0
3481,IH8OSU8 X 0 X 149,0
3481,IH8OSU8 X 0 X 221,0
3481,IH8OSU8 X 0 X 577,0
3481,IH8OSU8 X 0 X 161,0
3481,IH8OSU8 X 0 X 271,0
3481,IH8OSU8 X 0 X 295,1
3481,IH8OSU8 X 0 X 55,0
3481,IH8OSU8 X 0 X 259,0
3481,IH8OSU8 X 0 X 250,0
3481,IH8OSU8 X 0 X 159,0
3481,IH8OSU8 X 0 X 303,1
3481,IH8OSU8 X 0 X 274,0
3481,IH8OSU8 X 0 X 75,0
3481,IH8OSU8 X 0 X 115,0
3481,IH8OSU8 X 0 X 294,0
3481,IH8OSU8 X 0 X 843,0
3481,IH8OSU8 X 0 X 196,0
3482,IHCYUZR X 0 X 221,1
3482,IHCYUZR X 0 X 294,1
3482,IHCYUZR X 0 X 159,1
3482,IHCYUZR X 0 X 115,1
3482,IHCYUZR X 0 X 55,1
3482,IHCYUZR X 0 X 216,1
3482,IHCYUZR X 0 X 243,1
3482,IHCYUZR X 0 X 295,1
3482,IHCYUZR X 0 X 298,1
3482,IHCYUZR X 0 X 75,1
3482,IHCYUZR X 0 X 303,1
3482,IHCYUZR X 0 X 67,1
3482,IHCYUZR X 0 X 265,1
3482,IHCYUZR X 0 X 274,1
3482,IHCYUZR X 0 X 459,1
3482,IHCYUZR X 0 X 110,1
3482,IHCYUZR X 0 X 161,1
3482,IHCYUZR X 0 X 13,1
3482,IHCYUZR X 0 X 188,1
3482,IHCYUZR X 0 X 176,1
3483,IHG0O6M X 0 X 274,0
3483,IHG0O6M X 0 X 23,0
3483,IHG0O6M X 0 X 154,0
3483,IHG0O6M X 0 X 843,0
3483,IHG0O6M X 0 X 85,1
3483,IHG0O6M X 0 X 196,1
3483,IHG0O6M X 0 X 294,0
3483,IHG0O6M X 0 X 250,0
3483,IHG0O6M X 0 X 288,1
3483,IHG0O6M X 0 X 192,0
3483,IHG0O6M X 0 X 188,0
3483,IHG0O6M X 0 X 271,0
3483,IHG0O6M X 0 X 398,0
3483,IHG0O6M X 0 X 243,0
3483,IHG0O6M X 0 X 265,1
3483,IHG0O6M X 0 X 907,1
3483,IHG0O6M X 0 X 845,0
3483,IHG0O6M X 0 X 221,1
3483,IHG0O6M X 0 X 149,1
3483,IHG0O6M X 0 X 303,0
3484,IHI4SKI X 0 X 159,1
3484,IHI4SKI X 0 X 134,1
3484,IHI4SKI X 0 X 295,1
3484,IHI4SKI X 0 X 76,0
3484,IHI4SKI X 0 X 303,0
3484,IHI4SKI X 0 X 23,1
3484,IHI4SKI X 0 X 298,1
3484,IHI4SKI X 0 X 75,1
3484,IHI4SKI X 0 X 271,0
3484,IHI4SKI X 0 X 265,1
3484,IHI4SKI X 0 X 196,0
3484,IHI4SKI X 0 X 55,0
3484,IHI4SKI X 0 X 188,0
3484,IHI4SKI X 0 X 356,1
3484,IHI4SKI X 0 X 216,0
3484,IHI4SKI X 0 X 110,0
3484,IHI4SKI X 0 X 843,0
3484,IHI4SKI X 0 X 13,1
3484,IHI4SKI X 0 X 250,0
3484,IHI4SKI X 0 X 115,1
3485,IHSBOZ4 X 0 X 188,1
3485,IHSBOZ4 X 0 X 310,1
3485,IHSBOZ4 X 0 X 298,1
3485,IHSBOZ4 X 0 X 274,1
3485,IHSBOZ4 X 0 X 250,1
3485,IHSBOZ4 X 0 X 75,1
3485,IHSBOZ4 X 0 X 192,1
3485,IHSBOZ4 X 0 X 304,1
3485,IHSBOZ4 X 0 X 196,1
3485,IHSBOZ4 X 0 X 577,1
3485,IHSBOZ4 X 0 X 303,1
3485,IHSBOZ4 X 0 X 843,1
3485,IHSBOZ4 X 0 X 855,1
3485,IHSBOZ4 X 0 X 76,1
3485,IHSBOZ4 X 0 X 105,1
3485,IHSBOZ4 X 0 X 115,1
3485,IHSBOZ4 X 0 X 180,1
3485,IHSBOZ4 X 0 X 265,1
3485,IHSBOZ4 X 0 X 23,1
3485,IHSBOZ4 X 0 X 159,1
3486,IHW9DU7 X 0 X 265,1
3486,IHW9DU7 X 0 X 55,1
3486,IHW9DU7 X 0 X 110,1
3486,IHW9DU7 X 0 X 196,1
3486,IHW9DU7 X 0 X 134,1
3486,IHW9DU7 X 0 X 303,1
3486,IHW9DU7 X 0 X 159,1
3486,IHW9DU7 X 0 X 295,1
3486,IHW9DU7 X 0 X 298,1
3486,IHW9DU7 X 0 X 259,1
3486,IHW9DU7 X 0 X 115,1
3486,IHW9DU7 X 0 X 843,1
3486,IHW9DU7 X 0 X 271,1
3486,IHW9DU7 X 0 X 577,1
3486,IHW9DU7 X 0 X 161,1
3486,IHW9DU7 X 0 X 250,1
3486,IHW9DU7 X 0 X 310,1
3486,IHW9DU7 X 0 X 401,1
3486,IHW9DU7 X 0 X 180,1
3486,IHW9DU7 X 0 X 274,1
3487,IIN4S9D X 0 X 231,1
3487,IIN4S9D X 0 X 294,1
3487,IIN4S9D X 0 X 76,1
3487,IIN4S9D X 0 X 216,1
3487,IIN4S9D X 0 X 274,1
3487,IIN4S9D X 0 X 66,1
3487,IIN4S9D X 0 X 295,1
3487,IIN4S9D X 0 X 207,1
3487,IIN4S9D X 0 X 113,1
3487,IIN4S9D X 0 X 161,1
3487,IIN4S9D X 0 X 841,1
3487,IIN4S9D X 0 X 196,1
3487,IIN4S9D X 0 X 159,1
3487,IIN4S9D X 0 X 115,1
3487,IIN4S9D X 0 X 303,1
3487,IIN4S9D X 0 X 265,1
3487,IIN4S9D X 0 X 13,1
3487,IIN4S9D X 0 X 55,1
3487,IIN4S9D X 0 X 106,1
3487,IIN4S9D X 0 X 855,1
3488,IINNUEK X 0 X 76,1
3488,IINNUEK X 0 X 115,1
3488,IINNUEK X 0 X 221,1
3488,IINNUEK X 0 X 75,1
3488,IINNUEK X 0 X 295,1
3488,IINNUEK X 0 X 90,1
3488,IINNUEK X 0 X 274,1
3488,IINNUEK X 0 X 159,1
3488,IINNUEK X 0 X 294,1
3488,IINNUEK X 0 X 13,1
3488,IINNUEK X 0 X 66,1
3488,IINNUEK X 0 X 265,1
3488,IINNUEK X 0 X 231,1
3488,IINNUEK X 0 X 303,1
3488,IINNUEK X 0 X 196,1
3488,IINNUEK X 0 X 846,1
3488,IINNUEK X 0 X 310,1
3488,IINNUEK X 0 X 216,1
3488,IINNUEK X 0 X 855,1
3488,IINNUEK X 0 X 188,1
3489,IIQGYQ5 X 0 X 86,1
3489,IIQGYQ5 X 0 X 577,1
3489,IIQGYQ5 X 0 X 221,1
3489,IIQGYQ5 X 0 X 303,1
3489,IIQGYQ5 X 0 X 115,1
3489,IIQGYQ5 X 0 X 310,1
3489,IIQGYQ5 X 0 X 55,1
3489,IIQGYQ5 X 0 X 216,1
3489,IIQGYQ5 X 0 X 250,1
3489,IIQGYQ5 X 0 X 294,1
3489,IIQGYQ5 X 0 X 295,1
3489,IIQGYQ5 X 0 X 271,1
3489,IIQGYQ5 X 0 X 274,1
3489,IIQGYQ5 X 0 X 13,1
3489,IIQGYQ5 X 0 X 159,1
3489,IIQGYQ5 X 0 X 196,1
3489,IIQGYQ5 X 0 X 265,1
3489,IIQGYQ5 X 0 X 298,1
3489,IIQGYQ5 X 0 X 841,1
3489,IIQGYQ5 X 0 X 75,1
3490,IISJ5U1 X 0 X 295,1
3490,IISJ5U1 X 0 X 577,1
3490,IISJ5U1 X 0 X 176,1
3490,IISJ5U1 X 0 X 188,1
3490,IISJ5U1 X 0 X 159,1
3490,IISJ5U1 X 0 X 578,1
3490,IISJ5U1 X 0 X 180,1
3490,IISJ5U1 X 0 X 197,1
3490,IISJ5U1 X 0 X 134,1
3490,IISJ5U1 X 0 X 298,1
3490,IISJ5U1 X 0 X 106,1
3490,IISJ5U1 X 0 X 76,1
3490,IISJ5U1 X 0 X 115,1
3490,IISJ5U1 X 0 X 221,1
3490,IISJ5U1 X 0 X 250,1
3490,IISJ5U1 X 0 X 303,1
3490,IISJ5U1 X 0 X 401,1
3490,IISJ5U1 X 0 X 265,1
3490,IISJ5U1 X 0 X 843,1
3490,IISJ5U1 X 0 X 55,1
3491,IIV8YBZ X 0 X 13,0
3491,IIV8YBZ X 0 X 180,0
3491,IIV8YBZ X 0 X 159,1
3491,IIV8YBZ X 0 X 250,0
3491,IIV8YBZ X 0 X 298,1
3491,IIV8YBZ X 0 X 176,0
3491,IIV8YBZ X 0 X 76,1
3491,IIV8YBZ X 0 X 265,1
3491,IIV8YBZ X 0 X 149,1
3491,IIV8YBZ X 0 X 115,0
3491,IIV8YBZ X 0 X 196,0
3491,IIV8YBZ X 0 X 303,1
3491,IIV8YBZ X 0 X 288,1
3491,IIV8YBZ X 0 X 188,1
3491,IIV8YBZ X 0 X 294,1
3491,IIV8YBZ X 0 X 75,1
3491,IIV8YBZ X 0 X 843,1
3491,IIV8YBZ X 0 X 274,1
3491,IIV8YBZ X 0 X 577,0
3491,IIV8YBZ X 0 X 295,1
3492,IIWRTUD X 0 X 76,0
3492,IIWRTUD X 0 X 216,0
3492,IIWRTUD X 0 X 303,0
3492,IIWRTUD X 0 X 106,0
3492,IIWRTUD X 0 X 300,0
3492,IIWRTUD X 0 X 159,0
3492,IIWRTUD X 0 X 115,0
3492,IIWRTUD X 0 X 295,0
3492,IIWRTUD X 0 X 75,0
3492,IIWRTUD X 0 X 176,0
3492,IIWRTUD X 0 X 294,0
3492,IIWRTUD X 0 X 289,0
3492,IIWRTUD X 0 X 243,0
3492,IIWRTUD X 0 X 298,0
3492,IIWRTUD X 0 X 221,0
3492,IIWRTUD X 0 X 459,0
3492,IIWRTUD X 0 X 583,0
3492,IIWRTUD X 0 X 55,0
3492,IIWRTUD X 0 X 265,0
3492,IIWRTUD X 0 X 188,0
3493,IJDXHRT X 0 X 159,1
3493,IJDXHRT X 0 X 221,1
3493,IJDXHRT X 0 X 216,1
3493,IJDXHRT X 0 X 149,1
3493,IJDXHRT X 0 X 13,1
3493,IJDXHRT X 0 X 4,1
3493,IJDXHRT X 0 X 265,1
3493,IJDXHRT X 0 X 303,1
3493,IJDXHRT X 0 X 115,1
3493,IJDXHRT X 0 X 55,1
3493,IJDXHRT X 0 X 300,1
3493,IJDXHRT X 0 X 75,1
3493,IJDXHRT X 0 X 271,1
3493,IJDXHRT X 0 X 295,1
3493,IJDXHRT X 0 X 298,1
3493,IJDXHRT X 0 X 134,1
3493,IJDXHRT X 0 X 176,1
3493,IJDXHRT X 0 X 843,1
3493,IJDXHRT X 0 X 250,1
3493,IJDXHRT X 0 X 43,1
3494,IJLOVPJ X 0 X 298,1
3494,IJLOVPJ X 0 X 231,1
3494,IJLOVPJ X 0 X 303,1
3494,IJLOVPJ X 0 X 76,1
3494,IJLOVPJ X 0 X 180,1
3494,IJLOVPJ X 0 X 81,1
3494,IJLOVPJ X 0 X 265,1
3494,IJLOVPJ X 0 X 75,1
3494,IJLOVPJ X 0 X 310,1
3494,IJLOVPJ X 0 X 188,1
3494,IJLOVPJ X 0 X 577,1
3494,IJLOVPJ X 0 X 250,1
3494,IJLOVPJ X 0 X 681,1
3494,IJLOVPJ X 0 X 85,1
3494,IJLOVPJ X 0 X 288,1
3494,IJLOVPJ X 0 X 159,1
3494,IJLOVPJ X 0 X 294,1
3494,IJLOVPJ X 0 X 401,1
3494,IJLOVPJ X 0 X 843,1
3494,IJLOVPJ X 0 X 157,1
3495,IJMB4XE X 0 X 295,1
3495,IJMB4XE X 0 X 419,1
3495,IJMB4XE X 0 X 161,1
3495,IJMB4XE X 0 X 28,1
3495,IJMB4XE X 0 X 843,1
3495,IJMB4XE X 0 X 303,1
3495,IJMB4XE X 0 X 265,1
3495,IJMB4XE X 0 X 75,1
3495,IJMB4XE X 0 X 391,1
3495,IJMB4XE X 0 X 298,1
3495,IJMB4XE X 0 X 274,1
3495,IJMB4XE X 0 X 231,1
3495,IJMB4XE X 0 X 159,1
3495,IJMB4XE X 0 X 401,1
3495,IJMB4XE X 0 X 106,1
3495,IJMB4XE X 0 X 197,1
3495,IJMB4XE X 0 X 188,1
3495,IJMB4XE X 0 X 221,1
3495,IJMB4XE X 0 X 55,1
3495,IJMB4XE X 0 X 201,1
3496,IJW0L3R X 0 X 149,0
3496,IJW0L3R X 0 X 176,0
3496,IJW0L3R X 0 X 157,0
3496,IJW0L3R X 0 X 298,0
3496,IJW0L3R X 0 X 115,0
3496,IJW0L3R X 0 X 577,0
3496,IJW0L3R X 0 X 110,0
3496,IJW0L3R X 0 X 583,0
3496,IJW0L3R X 0 X 289,0
3496,IJW0L3R X 0 X 303,0
3496,IJW0L3R X 0 X 76,0
3496,IJW0L3R X 0 X 294,0
3496,IJW0L3R X 0 X 191,0
3496,IJW0L3R X 0 X 310,0
3496,IJW0L3R X 0 X 55,0
3496,IJW0L3R X 0 X 250,0
3496,IJW0L3R X 0 X 547,0
3496,IJW0L3R X 0 X 106,0
3496,IJW0L3R X 0 X 265,0
3496,IJW0L3R X 0 X 843,0
3497,IK991Q6 X 0 X 176,0
3497,IK991Q6 X 0 X 23,0
3497,IK991Q6 X 0 X 289,0
3497,IK991Q6 X 0 X 231,0
3497,IK991Q6 X 0 X 188,0
3497,IK991Q6 X 0 X 134,0
3497,IK991Q6 X 0 X 180,0
3497,IK991Q6 X 0 X 843,0
3497,IK991Q6 X 0 X 55,0
3497,IK991Q6 X 0 X 294,0
3497,IK991Q6 X 0 X 577,0
3497,IK991Q6 X 0 X 303,0
3497,IK991Q6 X 0 X 298,0
3497,IK991Q6 X 0 X 159,0
3497,IK991Q6 X 0 X 195,1
3497,IK991Q6 X 0 X 250,0
3497,IK991Q6 X 0 X 85,0
3497,IK991Q6 X 0 X 271,0
3497,IK991Q6 X 0 X 265,0
3497,IK991Q6 X 0 X 401,0
3498,IL9MJSW X 0 X 33,1
3498,IL9MJSW X 0 X 310,0
3498,IL9MJSW X 0 X 304,0
3498,IL9MJSW X 0 X 23,0
3498,IL9MJSW X 0 X 83,0
3498,IL9MJSW X 0 X 154,0
3498,IL9MJSW X 0 X 577,0
3498,IL9MJSW X 0 X 110,0
3498,IL9MJSW X 0 X 274,0
3498,IL9MJSW X 0 X 81,0
3498,IL9MJSW X 0 X 180,0
3498,IL9MJSW X 0 X 271,0
3498,IL9MJSW X 0 X 82,0
3498,IL9MJSW X 0 X 295,0
3498,IL9MJSW X 0 X 401,0
3498,IL9MJSW X 0 X 199,0
3498,IL9MJSW X 0 X 294,0
3498,IL9MJSW X 0 X 195,0
3498,IL9MJSW X 0 X 161,0
3498,IL9MJSW X 0 X 259,0
3499,ILD3F2L X 0 X 303,0
3499,ILD3F2L X 0 X 294,0
3499,ILD3F2L X 0 X 843,1
3499,ILD3F2L X 0 X 115,1
3499,ILD3F2L X 0 X 55,1
3499,ILD3F2L X 0 X 265,1
3499,ILD3F2L X 0 X 300,0
3499,ILD3F2L X 0 X 160,0
3499,ILD3F2L X 0 X 583,0
3499,ILD3F2L X 0 X 110,0
3499,ILD3F2L X 0 X 849,1
3499,ILD3F2L X 0 X 459,0
3499,ILD3F2L X 0 X 196,1
3499,ILD3F2L X 0 X 195,0
3499,ILD3F2L X 0 X 298,0
3499,ILD3F2L X 0 X 75,0
3499,ILD3F2L X 0 X 289,1
3499,ILD3F2L X 0 X 193,0
3499,ILD3F2L X 0 X 76,0
3499,ILD3F2L X 0 X 231,0
3500,IM5EGUQ X 0 X 55,1
3500,IM5EGUQ X 0 X 134,1
3500,IM5EGUQ X 0 X 176,1
3500,IM5EGUQ X 0 X 159,1
3500,IM5EGUQ X 0 X 250,1
3500,IM5EGUQ X 0 X 43,1
3500,IM5EGUQ X 0 X 196,1
3500,IM5EGUQ X 0 X 310,1
3500,IM5EGUQ X 0 X 110,1
3500,IM5EGUQ X 0 X 303,1
3500,IM5EGUQ X 0 X 75,1
3500,IM5EGUQ X 0 X 221,1
3500,IM5EGUQ X 0 X 188,1
3500,IM5EGUQ X 0 X 843,1
3500,IM5EGUQ X 0 X 115,1
3500,IM5EGUQ X 0 X 265,1
3500,IM5EGUQ X 0 X 13,1
3500,IM5EGUQ X 0 X 271,1
3500,IM5EGUQ X 0 X 149,1
3500,IM5EGUQ X 0 X 298,1
3501,IM7ZTS8 X 0 X 303,0
3501,IM7ZTS8 X 0 X 75,0
3501,IM7ZTS8 X 0 X 154,0
3501,IM7ZTS8 X 0 X 161,0
3501,IM7ZTS8 X 0 X 55,0
3501,IM7ZTS8 X 0 X 265,0
3501,IM7ZTS8 X 0 X 221,0
3501,IM7ZTS8 X 0 X 843,0
3501,IM7ZTS8 X 0 X 149,0
3501,IM7ZTS8 X 0 X 216,0
3501,IM7ZTS8 X 0 X 159,0
3501,IM7ZTS8 X 0 X 401,0
3501,IM7ZTS8 X 0 X 193,0
3501,IM7ZTS8 X 0 X 295,0
3501,IM7ZTS8 X 0 X 398,0
3501,IM7ZTS8 X 0 X 243,0
3501,IM7ZTS8 X 0 X 294,0
3501,IM7ZTS8 X 0 X 289,0
3501,IM7ZTS8 X 0 X 90,0
3501,IM7ZTS8 X 0 X 188,0
3502,IM90W5H X 0 X 110,0
3502,IM90W5H X 0 X 188,0
3502,IM90W5H X 0 X 75,1
3502,IM90W5H X 0 X 298,0
3502,IM90W5H X 0 X 274,0
3502,IM90W5H X 0 X 216,0
3502,IM90W5H X 0 X 159,1
3502,IM90W5H X 0 X 43,0
3502,IM90W5H X 0 X 55,0
3502,IM90W5H X 0 X 221,0
3502,IM90W5H X 0 X 115,0
3502,IM90W5H X 0 X 13,0
3502,IM90W5H X 0 X 300,0
3502,IM90W5H X 0 X 90,0
3502,IM90W5H X 0 X 250,0
3502,IM90W5H X 0 X 149,0
3502,IM90W5H X 0 X 294,0
3502,IM90W5H X 0 X 265,1
3502,IM90W5H X 0 X 303,0
3502,IM90W5H X 0 X 295,0
3503,IMAW7CR X 0 X 221,0
3503,IMAW7CR X 0 X 67,0
3503,IMAW7CR X 0 X 243,0
3503,IMAW7CR X 0 X 303,0
3503,IMAW7CR X 0 X 55,0
3503,IMAW7CR X 0 X 110,0
3503,IMAW7CR X 0 X 154,1
3503,IMAW7CR X 0 X 161,0
3503,IMAW7CR X 0 X 299,1
3503,IMAW7CR X 0 X 159,0
3503,IMAW7CR X 0 X 196,0
3503,IMAW7CR X 0 X 294,1
3503,IMAW7CR X 0 X 197,1
3503,IMAW7CR X 0 X 78,1
3503,IMAW7CR X 0 X 115,0
3503,IMAW7CR X 0 X 295,0
3503,IMAW7CR X 0 X 274,0
3503,IMAW7CR X 0 X 90,0
3503,IMAW7CR X 0 X 577,0
3503,IMAW7CR X 0 X 265,1
3504,IME4L4N X 0 X 197,1
3504,IME4L4N X 0 X 310,1
3504,IME4L4N X 0 X 196,1
3504,IME4L4N X 0 X 298,1
3504,IME4L4N X 0 X 106,1
3504,IME4L4N X 0 X 577,1
3504,IME4L4N X 0 X 115,1
3504,IME4L4N X 0 X 191,1
3504,IME4L4N X 0 X 149,1
3504,IME4L4N X 0 X 231,1
3504,IME4L4N X 0 X 55,1
3504,IME4L4N X 0 X 265,1
3504,IME4L4N X 0 X 201,1
3504,IME4L4N X 0 X 547,1
3504,IME4L4N X 0 X 159,1
3504,IME4L4N X 0 X 303,1
3504,IME4L4N X 0 X 274,1
3504,IME4L4N X 0 X 157,1
3504,IME4L4N X 0 X 289,1
3504,IME4L4N X 0 X 76,1
3505,IMZ8PUE X 0 X 265,0
3505,IMZ8PUE X 0 X 149,0
3505,IMZ8PUE X 0 X 159,0
3505,IMZ8PUE X 0 X 81,0
3505,IMZ8PUE X 0 X 188,0
3505,IMZ8PUE X 0 X 289,0
3505,IMZ8PUE X 0 X 197,0
3505,IMZ8PUE X 0 X 843,0
3505,IMZ8PUE X 0 X 90,0
3505,IMZ8PUE X 0 X 250,0
3505,IMZ8PUE X 0 X 298,0
3505,IMZ8PUE X 0 X 310,0
3505,IMZ8PUE X 0 X 110,0
3505,IMZ8PUE X 0 X 303,0
3505,IMZ8PUE X 0 X 288,0
3505,IMZ8PUE X 0 X 176,0
3505,IMZ8PUE X 0 X 401,0
3505,IMZ8PUE X 0 X 274,0
3505,IMZ8PUE X 0 X 577,0
3505,IMZ8PUE X 0 X 115,0
3506,IN0BB2H X 0 X 231,0
3506,IN0BB2H X 0 X 110,0
3506,IN0BB2H X 0 X 196,0
3506,IN0BB2H X 0 X 195,0
3506,IN0BB2H X 0 X 303,0
3506,IN0BB2H X 0 X 583,0
3506,IN0BB2H X 0 X 75,0
3506,IN0BB2H X 0 X 265,0
3506,IN0BB2H X 0 X 843,0
3506,IN0BB2H X 0 X 300,0
3506,IN0BB2H X 0 X 849,0
3506,IN0BB2H X 0 X 55,0
3506,IN0BB2H X 0 X 294,0
3506,IN0BB2H X 0 X 289,0
3506,IN0BB2H X 0 X 193,0
3506,IN0BB2H X 0 X 115,0
3506,IN0BB2H X 0 X 459,0
3506,IN0BB2H X 0 X 76,0
3506,IN0BB2H X 0 X 298,0
3506,IN0BB2H X 0 X 160,0
3507,IN4ITXS X 0 X 110,0
3507,IN4ITXS X 0 X 191,0
3507,IN4ITXS X 0 X 115,0
3507,IN4ITXS X 0 X 294,0
3507,IN4ITXS X 0 X 149,0
3507,IN4ITXS X 0 X 76,0
3507,IN4ITXS X 0 X 159,0
3507,IN4ITXS X 0 X 55,0
3507,IN4ITXS X 0 X 189,0
3507,IN4ITXS X 0 X 295,0
3507,IN4ITXS X 0 X 265,0
3507,IN4ITXS X 0 X 157,0
3507,IN4ITXS X 0 X 154,0
3507,IN4ITXS X 0 X 304,0
3507,IN4ITXS X 0 X 274,0
3507,IN4ITXS X 0 X 583,0
3507,IN4ITXS X 0 X 300,0
3507,IN4ITXS X 0 X 303,0
3507,IN4ITXS X 0 X 577,0
3507,IN4ITXS X 0 X 289,0
3508,INF95MG X 0 X 161,1
3508,INF95MG X 0 X 76,1
3508,INF95MG X 0 X 294,1
3508,INF95MG X 0 X 231,1
3508,INF95MG X 0 X 196,1
3508,INF95MG X 0 X 841,1
3508,INF95MG X 0 X 55,1
3508,INF95MG X 0 X 274,1
3508,INF95MG X 0 X 216,1
3508,INF95MG X 0 X 855,1
3508,INF95MG X 0 X 159,1
3508,INF95MG X 0 X 303,1
3508,INF95MG X 0 X 13,1
3508,INF95MG X 0 X 113,1
3508,INF95MG X 0 X 295,1
3508,INF95MG X 0 X 207,1
3508,INF95MG X 0 X 106,1
3508,INF95MG X 0 X 115,1
3508,INF95MG X 0 X 66,1
3508,INF95MG X 0 X 265,1
3509,INTMMXW X 0 X 134,1
3509,INTMMXW X 0 X 148,1
3509,INTMMXW X 0 X 115,1
3509,INTMMXW X 0 X 295,1
3509,INTMMXW X 0 X 294,1
3509,INTMMXW X 0 X 159,1
3509,INTMMXW X 0 X 75,1
3509,INTMMXW X 0 X 216,1
3509,INTMMXW X 0 X 250,1
3509,INTMMXW X 0 X 76,1
3509,INTMMXW X 0 X 55,1
3509,INTMMXW X 0 X 578,1
3509,INTMMXW X 0 X 303,1
3509,INTMMXW X 0 X 221,1
3509,INTMMXW X 0 X 577,1
3509,INTMMXW X 0 X 841,1
3509,INTMMXW X 0 X 188,1
3509,INTMMXW X 0 X 298,1
3509,INTMMXW X 0 X 106,1
3509,INTMMXW X 0 X 197,1
3510,IO10URP X 0 X 115,1
3510,IO10URP X 0 X 250,1
3510,IO10URP X 0 X 310,1
3510,IO10URP X 0 X 274,1
3510,IO10URP X 0 X 216,1
3510,IO10URP X 0 X 196,1
3510,IO10URP X 0 X 76,1
